https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,vwap,Volume LINK,Volume EUR,tradecount
1594166400,2020-07-08 00:00:00,LINK/EUR,5.08029,5.80000,4.98050,5.73602,5.50104,449210.31556474,2576679.3542856597,3653
1594080000,2020-07-07 00:00:00,LINK/EUR,4.73549,5.23014,4.72200,5.07372,4.99236,437322.24882745,2218850.6403208096,3270
1593993600,2020-07-06 00:00:00,LINK/EUR,4.22883,4.85916,4.22165,4.74676,4.60179,285226.20588389,1353900.3450414136,2159
1593907200,2020-07-05 00:00:00,LINK/EUR,4.28946,4.28946,4.12000,4.22063,4.18125,44498.37006457,187811.15564562607,379
1593820800,2020-07-04 00:00:00,LINK/EUR,4.20767,4.30505,4.19755,4.27443,4.25389,42431.10348605,181368.78167387669,370
1593734400,2020-07-03 00:00:00,LINK/EUR,4.27975,4.36500,4.20100,4.22890,4.30567,97117.40217115,410699.7820415762,697
1593648000,2020-07-02 00:00:00,LINK/EUR,4.19078,4.36722,4.08156,4.27371,4.25412,137677.37162251,588393.1598768373,980
1593561600,2020-07-01 00:00:00,LINK/EUR,4.06183,4.21000,4.03361,4.17344,4.14631,82293.95582248,343448.88698777097,632
1593475200,2020-06-30 00:00:00,LINK/EUR,4.10576,4.13950,4.05482,4.07800,4.10211,37958.39143734,154794.32028147252,376
1593388800,2020-06-29 00:00:00,LINK/EUR,4.07578,4.15621,3.92950,4.09138,4.05871,94961.88336796,388525.1503740042,598
1593302400,2020-06-28 00:00:00,LINK/EUR,3.93977,4.11979,3.87000,4.07213,4.01826,124953.47574784,508826.79719705164,644
1593216000,2020-06-27 00:00:00,LINK/EUR,4.17593,4.17593,3.86962,3.94679,4.04184,176962.70911847,698434.6507216862,938
1593129600,2020-06-26 00:00:00,LINK/EUR,4.29130,4.32832,4.12812,4.18231,4.19874,87961.23827785,367881.16646183486,689
1593043200,2020-06-25 00:00:00,LINK/EUR,4.19102,4.31000,4.01198,4.29082,4.21640,221389.72581668,949943.4633287269,1069
