https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,vwap,Volume ADA,Volume EUR,tradecount
1596240000,2020-08-01 00:00:00,ADA/EUR,0.118863,0.126000,0.118563,0.122921,0.121282,18752995.52777061,2305136.963269091,4804
1596153600,2020-07-31 00:00:00,ADA/EUR,0.118969,0.119659,0.116000,0.118966,0.118122,12593798.02093192,1498233.7753581868,2426
1596067200,2020-07-30 00:00:00,ADA/EUR,0.119092,0.121208,0.116674,0.119450,0.118924,11207888.53414008,1338782.2854030326,2269
1595980800,2020-07-29 00:00:00,ADA/EUR,0.127314,0.128059,0.117643,0.118875,0.121897,20425345.13988576,2428062.9035039195,4459
1595894400,2020-07-28 00:00:00,ADA/EUR,0.118142,0.128997,0.114510,0.127117,0.121225,21204355.39847498,2695434.045187944,4691
1595808000,2020-07-27 00:00:00,ADA/EUR,0.127639,0.128558,0.110655,0.118215,0.118415,38450826.28969500,4545464.429836295,7878
1595721600,2020-07-26 00:00:00,ADA/EUR,0.123965,0.133070,0.121258,0.127597,0.127310,35005914.18858186,4466649.63272048,7733
1595635200,2020-07-25 00:00:00,ADA/EUR,0.105105,0.125000,0.105094,0.123451,0.115841,35204543.78188298,4346036.134417236,7304
1595548800,2020-07-24 00:00:00,ADA/EUR,0.107293,0.107434,0.104000,0.104943,0.105989,9137930.65867134,958961.8571129463,1933
1595462400,2020-07-23 00:00:00,ADA/EUR,0.107727,0.109159,0.107008,0.107114,0.108222,11854098.10397482,1269739.8643091589,2142
1595376000,2020-07-22 00:00:00,ADA/EUR,0.107178,0.107903,0.104605,0.107903,0.106014,9085489.91354487,980351.6181412322,1710
1595289600,2020-07-21 00:00:00,ADA/EUR,0.103023,0.108923,0.102203,0.107096,0.107181,9994058.48278143,1070323.68727196,2295
1595203200,2020-07-20 00:00:00,ADA/EUR,0.108689,0.108815,0.101263,0.103105,0.105260,11404157.71333065,1175825.6810329568,2309
1595116800,2020-07-19 00:00:00,ADA/EUR,0.107576,0.109259,0.106500,0.108600,0.107845,6125379.99680711,665216.2676532521,1193
1595030400,2020-07-18 00:00:00,ADA/EUR,0.107045,0.109398,0.103684,0.107699,0.106300,12676035.55497308,1365196.353235046,2030
1594944000,2020-07-17 00:00:00,ADA/EUR,0.110621,0.111000,0.107015,0.107387,0.108761,6729283.18438733,722637.5333218022,1862
1594857600,2020-07-16 00:00:00,ADA/EUR,0.114430,0.116780,0.104000,0.110601,0.109534,32816552.75181146,3629543.5509030996,5969
1594771200,2020-07-15 00:00:00,ADA/EUR,0.116401,0.116401,0.111281,0.114476,0.113696,11170581.83622378,1278763.5262835533,2560
1594684800,2020-07-14 00:00:00,ADA/EUR,0.109636,0.118780,0.107093,0.115934,0.113109,18130947.48172270,2101993.2653460396,4222
1594598400,2020-07-13 00:00:00,ADA/EUR,0.112495,0.120000,0.107000,0.109604,0.114909,30034347.77975709,3291884.654052496,5872
1594512000,2020-07-12 00:00:00,ADA/EUR,0.110948,0.113799,0.107000,0.112573,0.109700,14131084.85803373,1590778.615723431,2857
1594425600,2020-07-11 00:00:00,ADA/EUR,0.104818,0.112687,0.104500,0.110996,0.108081,19344201.53732609,2147128.9938370464,3051
1594339200,2020-07-10 00:00:00,ADA/EUR,0.109995,0.109995,0.097501,0.104981,0.102807,31789006.98232924,3337241.742011906,5038
1594252800,2020-07-09 00:00:00,ADA/EUR,0.115021,0.115021,0.103711,0.109995,0.107987,35443656.50780018,3898624.9975754805,5042
1594166400,2020-07-08 00:00:00,ADA/EUR,0.104429,0.123085,0.102119,0.115077,0.114563,49069882.48908441,5646814.867196366,9025
1594080000,2020-07-07 00:00:00,ADA/EUR,0.092981,0.105722,0.091067,0.104641,0.098089,36850253.56285341,3856047.383070544,5427
